,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1
6556,FDK58,12.857645184135977,0.078758649,13,103.0016,OUT019,1985,5.3151902160374105,28,4,0,0,0,0,1,0,1,0,0,0,1
6557,FDL22,16.85,0.036359891,13,90.7488,OUT013,1987,7.7252064099664635,26,1,1,0,1,0,0,0,0,1,0,0,1
6558,FDP56,8.185,0.046747071,6,49.9692,OUT017,2007,6.731705692199,6,2,1,0,0,0,0,1,0,1,0,0,1
6559,DRL47,19.7,0.06613202877895108,7,125.9362,OUT049,1999,7.40054152720949,14,9,1,0,0,1,1,0,0,1,0,1,0
6560,NCT17,10.8,0.041865848,8,189.7214,OUT046,1997,8.67283933533659,16,8,0,1,0,0,1,0,0,1,0,0,0
6561,FDR12,12.6,0.031713126,0,172.5764,OUT017,2007,6.938922883494412,6,2,0,0,0,0,0,1,0,1,0,0,1
6562,FDD39,16.7,0.07044068,4,216.885,OUT018,2009,8.744514404138306,4,3,1,0,0,1,0,0,0,0,1,0,1
6563,FDG04,13.1,0.006087409,5,185.0898,OUT018,2009,7.5347081683735695,4,3,1,0,0,1,0,0,0,0,1,0,1
6564,FDV19,14.85,0.035456465,6,162.2578,OUT017,2007,8.213796122709685,6,2,0,0,0,0,0,1,0,1,0,0,1
6565,FDS55,12.857645184135976,0.142107998,6,150.3734,OUT019,1985,5.696914947078256,28,4,1,0,0,0,1,0,1,0,0,0,1
6566,FDM50,13.0,0.030064132,3,58.022,OUT013,1987,6.802205856593669,26,1,0,0,1,0,0,0,0,1,0,0,1
6567,DRF13,12.1,0.029781363,14,146.9444,OUT046,1997,7.376250521183908,16,8,1,0,0,0,1,0,0,1,0,1,0
6568,FDJ48,11.3,0.056387854,0,245.4118,OUT013,1987,8.805422903885846,26,1,1,0,1,0,0,0,0,1,0,0,1
6569,FDM20,10.0,0.038653608,6,245.4144,OUT013,1987,8.868753542093199,26,1,1,0,1,0,0,0,0,1,0,0,1
6570,FDP24,20.6,0.083172413,0,121.0756,OUT045,2002,7.436887352505166,11,7,1,0,0,0,0,1,0,1,0,0,1
6571,FDC16,11.5,0.020565921,4,86.054,OUT035,2004,7.234079050837241,9,6,0,0,0,0,0,1,0,1,0,0,1
6572,NCB42,11.8,0.008609602,8,114.8492,OUT017,2007,7.237915062498725,6,2,0,1,0,0,0,1,0,1,0,0,0
6573,FDN01,8.895,0.121180705,2,177.037,OUT010,1998,5.178615616335596,15,0,1,0,0,0,0,0,1,0,0,0,1
6574,FDT34,9.3,0.174703862,13,104.0964,OUT045,2002,7.4896014451203206,11,7,1,0,0,0,0,1,0,1,0,0,1
6575,FDA52,12.857645184135977,0.127800388,5,177.037,OUT027,1985,8.431278376618831,28,5,0,0,0,1,0,0,0,0,0,0,1
6576,NCC18,19.1,0.296713665,9,171.8422,OUT010,1998,6.942787617743714,15,0,0,1,0,0,0,0,1,0,0,0,0
6577,NCR41,17.85,0.018125948,8,94.9094,OUT017,2007,6.636832252580174,6,2,0,1,0,0,0,1,0,1,0,0,0
6578,FDX23,6.445,0.029859711,0,94.1436,OUT017,2007,7.257816198403183,6,2,1,0,0,0,0,1,0,1,0,0,1
6579,FDP39,12.65,0.116203156,10,53.5324,OUT010,1998,6.03178849762491,15,0,1,0,0,0,0,0,1,0,0,0,1
6580,NCH07,13.15,0.09264951,9,157.8604,OUT035,2004,8.24382146248669,9,6,0,1,0,0,0,1,0,1,0,0,0
6581,FDW47,12.857645184135976,0.081197035,1,121.7414,OUT019,1985,5.904064549160464,28,4,1,0,0,0,1,0,1,0,0,0,1
6582,DRD13,15.0,0.049070183,14,61.9168,OUT035,2004,6.643791816478836,9,6,1,0,0,0,0,1,0,1,0,1,0
6583,FDR48,11.65,0.131394793,0,151.9024,OUT013,1987,7.42107363331217,26,1,1,0,1,0,0,0,0,1,0,0,1
6584,FDE17,20.1,0.06613202877895108,5,152.2366,OUT010,1998,5.02477880148192,15,0,0,0,0,0,0,0,1,0,0,0,1
6585,FDP60,17.35,0.06613202877895108,0,102.9016,OUT046,1997,7.56207347765209,16,8,1,0,0,0,1,0,0,1,0,0,1
6586,FDD57,18.1,0.022526293,6,95.0094,OUT017,2007,7.447033773284233,6,2,1,0,0,0,0,1,0,1,0,0,1
6587,FDW13,8.5,0.163838951,3,51.3324,OUT010,1998,5.74490650355948,15,0,1,0,0,0,0,0,1,0,0,0,1
6588,FDN24,14.1,0.11349714,0,56.1956,OUT045,2002,7.219561509801872,11,7,1,0,0,0,0,1,0,1,0,0,1
6589,FDJ34,11.8,0.094185483,13,126.2704,OUT017,2007,7.602763925937996,6,2,0,0,0,0,0,1,0,1,0,0,1
6590,FDD46,6.035,0.14113846,13,155.0998,OUT013,1987,8.213976465297707,26,1,1,0,1,0,0,0,0,1,0,0,1
6591,FDF46,12.857645184135977,0.164006137,13,113.2834,OUT019,1985,6.357698408674056,28,4,1,0,0,0,1,0,1,0,0,0,1
6592,NCE43,12.5,0.17314115,9,168.4448,OUT010,1998,5.144261348906839,15,0,0,1,0,0,0,0,1,0,0,0,0
6593,FDN27,20.85,0.039555016,10,116.8808,OUT035,2004,6.710846565052199,9,6,1,0,0,0,0,1,0,1,0,0,1
6594,FDW52,14.0,0.037580877,5,162.6526,OUT049,1999,8.360952769598383,14,9,0,0,0,1,1,0,0,1,0,0,1
6595,DRH03,17.25,0.035064318,4,92.412,OUT046,1997,7.1746998072391,16,8,1,0,0,0,1,0,0,1,0,1,0
6596,NCM29,11.5,0.017678008,8,129.2626,OUT045,2002,7.441973431571327,11,7,0,1,0,0,0,1,0,1,0,0,0
6597,FDR58,6.675,0.041986639,13,93.2462,OUT049,1999,7.300971811962458,14,9,1,0,0,1,1,0,0,1,0,0,1
6598,FDY50,5.8,0.130955811,4,90.3172,OUT046,1997,7.199871008235855,16,8,1,0,0,0,1,0,0,1,0,0,1
6599,FDE16,8.895,0.026492726,5,208.4954,OUT017,2007,8.74079455791708,6,2,1,0,0,0,0,1,0,1,0,0,1
6600,NCE31,7.67,0.185130961,9,32.9216,OUT049,1999,6.379388708391441,14,9,0,1,0,1,1,0,0,1,0,0,0
6601,FDE53,10.895,0.026934673,5,106.128,OUT045,2002,5.770144332504633,11,7,1,0,0,0,0,1,0,1,0,0,1
6602,DRK11,8.21,0.06613202877895108,7,148.2392,OUT045,2002,7.30813548083947,11,7,1,0,0,0,0,1,0,1,0,1,0
6603,DRH13,8.575,0.023866079,14,107.128,OUT013,1987,6.866674917754745,26,1,1,0,1,0,0,0,0,1,0,1,0
6604,FDA11,7.75,0.043414959,0,93.1436,OUT018,2009,7.257816198403183,4,3,1,0,0,1,0,0,0,0,1,0,1
6605,DRL35,12.857645184135976,0.030554947,7,41.877,OUT027,1985,7.026606188702443,28,5,1,0,0,1,0,0,0,0,0,1,0
6606,DRF36,12.857645184135977,0.023463124,14,190.6846,OUT027,1985,9.164843927551596,28,5,1,0,0,1,0,0,0,0,0,1,0
6607,FDI07,12.35,0.033951827,10,197.2426,OUT017,2007,7.995353467862146,6,2,0,0,0,0,0,1,0,1,0,0,1
6608,FDI32,17.7,0.174228338,6,117.1834,OUT013,1987,6.539731031798814,26,1,1,0,1,0,0,0,0,1,0,0,1
6609,DRL60,8.52,0.027169589,14,151.0682,OUT018,2009,7.512409112249449,4,3,1,0,0,1,0,0,0,0,1,1,0
6610,NCY17,18.2,0.1630653,8,43.3086,OUT035,2004,6.632457799883781,9,6,0,1,0,0,0,1,0,1,0,0,0
6611,DRH36,12.857645184135976,0.058444176,14,73.0696,OUT019,1985,5.414805341753303,28,4,1,0,0,0,1,0,1,0,0,1,0
6612,FDX02,16.0,0.057049301,4,225.9404,OUT035,2004,7.20877974451577,9,6,1,0,0,0,0,1,0,1,0,0,1
6613,FDG46,8.63,0.032960823,13,115.0518,OUT049,1999,7.22053593038928,14,9,0,0,0,1,1,0,0,1,0,0,1
6614,FDM60,10.8,0.06613202877895108,0,40.7138,OUT017,2007,6.00915219431166,6,2,0,0,0,0,0,1,0,1,0,0,1
6615,FDJ22,18.75,0.053025371,13,192.5504,OUT018,2009,7.654563787922667,4,3,1,0,0,1,0,0,0,0,1,0,1
6616,FDU59,5.78,0.096306016,1,161.9552,OUT013,1987,7.655825020168492,26,1,1,0,1,0,0,0,0,1,0,0,1
6617,FDL38,13.8,0.014762987,3,90.7172,OUT045,2002,7.199871008235855,11,7,0,0,0,0,0,1,0,1,0,0,1
6618,FDZ23,17.75,0.067446626,0,184.724,OUT013,1987,7.4258440620311275,26,1,0,0,1,0,0,0,0,1,0,0,1
6619,FDX52,11.5,0.042173667,5,194.682,OUT018,2009,7.748453121373718,4,3,0,0,0,1,0,0,0,0,1,0,1
6620,NCB42,11.8,0.008578539,8,117.6492,OUT045,2002,7.055737257146127,11,7,0,1,0,0,0,1,0,1,0,0,0
6621,NCU18,15.1,0.056155909,9,140.5496,OUT017,2007,7.894632108484174,6,2,0,1,0,0,0,1,0,1,0,0,0
6622,FDI32,12.857645184135977,0.305305397,6,116.6834,OUT019,1985,6.134988101393921,28,4,1,0,0,0,1,0,1,0,0,0,1
6623,DRZ11,8.85,0.112571187,14,122.0388,OUT013,1987,7.384551039392579,26,1,0,0,1,0,0,0,0,1,0,1,0
6624,NCL54,12.6,0.083221904,9,174.5054,OUT017,2007,7.873818930059004,6,2,0,1,0,0,0,1,0,1,0,0,0
6625,FDS19,13.8,0.064195136,6,75.8012,OUT035,2004,7.038360644962908,9,6,0,0,0,0,0,1,0,1,0,0,1
6626,DRB13,6.115,0.007055292,14,188.653,OUT049,1999,8.190439536024046,14,9,0,0,0,1,1,0,0,1,0,1,0
6627,DRI51,17.25,0.070703828,4,170.3764,OUT010,1998,5.842247344312063,15,0,1,0,0,0,0,0,1,0,0,1,0
6628,FDS57,12.857645184135976,0.102941345,13,142.047,OUT027,1985,7.908678660916962,28,5,1,0,0,1,0,0,0,0,0,0,1
6629,FDT39,6.26,0.009887927,10,150.7366,OUT045,2002,7.791186233586546,11,7,0,0,0,0,0,1,0,1,0,0,1
6630,FDH48,13.5,0.101231721,0,86.254,OUT010,1998,5.159675796321548,15,0,1,0,0,0,0,0,1,0,0,0,1
6631,NCB18,19.6,0.069112952,9,90.1514,OUT010,1998,6.0952771153130945,15,0,0,1,0,0,0,0,1,0,0,0,0
6632,FDR25,12.857645184135977,0.138846289,3,263.7884,OUT027,1985,7.189878429216009,28,5,0,0,0,1,0,0,0,0,0,0,1
6633,FDV21,11.5,0.171050595,13,126.3704,OUT035,2004,8.263920893473033,9,6,1,0,0,0,0,1,0,1,0,0,1
6634,DRH23,14.65,0.06613202877895108,7,54.9614,OUT049,1999,6.316467693001039,14,9,1,0,0,1,1,0,0,1,0,1,0
6635,FDS52,8.89,0.005496816,5,102.8016,OUT018,2009,6.920687298793248,4,3,1,0,0,1,0,0,0,0,1,0,1
6636,NCC31,8.02,0.033259081,9,154.2972,OUT010,1998,6.995381833378006,15,0,0,1,0,0,0,0,1,0,0,0,0
6637,FDU03,18.7,0.092095924,10,183.3292,OUT017,2007,7.604755626550299,6,2,0,0,0,0,0,1,0,1,0,0,1
6638,FDG50,7.405,0.015295536,3,89.7146,OUT049,1999,6.3067999667977155,14,9,1,0,0,1,1,0,0,1,0,0,1
6639,FDY31,5.98,0.043526599,6,148.4418,OUT013,1987,7.764410140064418,26,1,1,0,1,0,0,0,0,1,0,0,1
6640,FDX39,12.857645184135976,0.049435598,10,209.7586,OUT027,1985,8.610414573017918,28,5,0,0,0,1,0,0,0,0,0,0,1
6641,FDE46,12.857645184135977,0.027610698,13,149.5366,OUT019,1985,6.406131190940718,28,4,1,0,0,0,1,0,1,0,0,0,1
6642,NCN29,15.2,0.012141036,8,48.7034,OUT045,2002,6.524219358965493,11,7,0,1,0,0,0,1,0,1,0,0,0
6643,DRF13,12.1,0.029949818,14,146.3444,OUT017,2007,8.236090599964008,6,2,1,0,0,0,0,1,0,1,0,1,0
6644,FDT46,12.857645184135976,0.053939315,13,52.1008,OUT019,1985,3.9435371762433022,28,4,1,0,0,0,1,0,1,0,0,0,1
6645,FDS58,9.285,0.06613202877895108,13,161.5578,OUT046,1997,8.445541688899738,16,8,0,0,0,0,1,0,0,1,0,0,1
6646,FDX52,12.857645184135977,0.073541072,5,192.282,OUT019,1985,5.958848375873348,28,4,0,0,0,0,1,0,1,0,0,0,1
6647,FDP27,8.155,0.199935881,10,188.453,OUT010,1998,5.941501945902777,15,0,1,0,0,0,0,0,1,0,0,0,1
6648,FDX44,9.3,0.043033346,6,89.4172,OUT049,1999,7.05688503216965,14,9,1,0,0,1,1,0,0,1,0,0,1
6649,DRO35,13.85,0.034570357,7,117.4492,OUT046,1997,8.084802090579924,16,8,1,0,0,0,1,0,0,1,0,1,0
6650,FDC59,16.7,0.054739692,15,65.7168,OUT045,2002,6.99171547250884,11,7,0,0,0,0,0,1,0,1,0,0,1
6651,FDB12,11.15,0.105471384,0,105.8648,OUT049,1999,7.588035635855258,14,9,0,0,0,1,1,0,0,1,0,0,1
6652,FDU26,16.7,0.042610897,4,117.2782,OUT035,2004,6.573776810335217,9,6,0,0,0,0,0,1,0,1,0,0,1
6653,NCF30,17.0,0.126758324,9,124.5362,OUT018,2009,7.033088231047172,4,3,0,1,0,1,0,0,0,0,1,0,0
6654,FDX20,7.365,0.042524835,6,228.372,OUT013,1987,8.418132788306892,26,1,1,0,1,0,0,0,0,1,0,0,1
6655,FDN02,16.5,0.073813788,3,207.2638,OUT035,2004,8.591309226394598,9,6,1,0,0,0,0,1,0,1,0,0,1
6656,DRC27,13.8,0.097251621,4,245.7802,OUT010,1998,5.508092760889949,15,0,1,0,0,0,0,0,1,0,0,1,0
6657,FDZ38,12.857645184135976,0.014008751,4,171.3422,OUT019,1985,6.760659157143546,28,4,1,0,0,0,1,0,1,0,0,0,1
6658,DRH25,18.7,0.02442574,14,52.9324,OUT010,1998,3.9690156277476625,15,0,1,0,0,0,0,0,1,0,0,1,0
6659,FDK21,7.905,0.010012319,13,250.4408,OUT046,1997,8.008062663496505,16,8,1,0,0,0,1,0,0,1,0,0,1
6660,FDT01,13.65,0.184454044,3,211.4902,OUT049,1999,8.303111903472647,14,9,0,0,0,1,1,0,0,1,0,0,1
6661,FDZ09,17.6,0.105042025,13,163.8868,OUT049,1999,8.04332585164479,14,9,1,0,0,1,1,0,0,1,0,0,1
6662,DRL37,15.5,0.053589594,14,44.177,OUT018,2009,5.159675796321548,4,3,1,0,0,1,0,0,0,0,1,1,0
6663,FDN49,17.25,0.125734578,2,41.748,OUT018,2009,5.302010538385654,4,3,0,0,0,1,0,0,0,0,1,0,1
6664,FDC22,6.89,0.136705075,13,194.882,OUT045,2002,8.398834340009781,11,7,0,0,0,0,0,1,0,1,0,0,1
6665,FDT33,7.81,0.03412912,13,165.1158,OUT018,2009,7.517126098785741,4,3,0,0,0,1,0,0,0,0,1,0,1
6666,NCB43,20.2,0.100319317,9,188.6898,OUT018,2009,8.122257375243796,4,3,0,1,0,1,0,0,0,0,1,0,0
6667,DRI25,12.857645184135977,0.033737273,14,56.6614,OUT027,1985,6.4116136490757825,28,5,1,0,0,1,0,0,0,0,0,1,0
6668,FDD21,10.3,0.030569229,6,113.1176,OUT046,1997,8.454513549491665,16,8,0,0,0,0,1,0,0,1,0,0,1
6669,FDS23,4.635,0.14086247,1,126.4994,OUT035,2004,7.42147203938202,9,6,1,0,0,0,0,1,0,1,0,0,1
6670,FDS13,6.465,0.208397715,3,265.2884,OUT010,1998,5.583452698808242,15,0,1,0,0,0,0,0,1,0,0,0,1
6671,DRI03,12.857645184135976,0.039751236,4,176.9028,OUT019,1985,6.564435330204743,28,4,1,0,0,0,1,0,1,0,0,1,0
6672,FDU58,6.61,0.06613202877895108,13,186.4898,OUT045,2002,8.004511446121969,11,7,0,0,0,0,0,1,0,1,0,0,1
6673,FDL09,12.85764518413598,0.127416049,13,167.4816,OUT027,1985,6.915415464701195,28,5,0,0,0,1,0,0,0,0,0,0,1
6674,FDS12,9.1,0.291438755,0,126.8362,OUT010,1998,4.842896490217898,15,0,1,0,0,0,0,0,1,0,0,0,1
6675,FDP03,5.15,0.06112617,10,122.5388,OUT013,1987,5.920281063696098,26,1,0,0,1,0,0,0,0,1,0,0,1
6676,FDI21,12.857645184135977,0.056328717,13,63.9168,OUT027,1985,7.377083680312805,28,5,0,0,0,1,0,0,0,0,0,0,1
6677,FDW45,18.0,0.03901099,13,147.7418,OUT046,1997,8.323843948590381,16,8,1,0,0,0,1,0,0,1,0,0,1
6678,NCA18,10.1,0.093862362,9,115.9492,OUT010,1998,5.449743194478849,15,0,0,1,0,0,0,0,1,0,0,0,0
6679,FDN32,12.85764518413598,0.015485016,6,185.6266,OUT027,1985,8.513289220830124,28,5,1,0,0,1,0,0,0,0,0,0,1
6680,FDR15,12.857645184135977,0.033276066,10,153.8314,OUT027,1985,8.22259488351844,28,5,0,0,0,1,0,0,0,0,0,0,1
6681,DRK11,8.21,0.010781158,7,149.9392,OUT049,1999,7.570345102911007,14,9,1,0,0,1,1,0,0,1,0,1,0
6682,DRG49,7.81,0.067730081,14,242.6486,OUT018,2009,7.696275091941658,4,3,1,0,0,1,0,0,0,0,1,1,0
6683,FDD29,12.15,0.018410515,5,252.1698,OUT046,1997,7.73369591745975,16,8,1,0,0,0,1,0,0,1,0,0,1
6684,FDE33,19.35,0.083079826,6,80.3644,OUT010,1998,5.063409890813583,15,0,0,0,0,0,0,0,1,0,0,0,1
6685,FDJ58,15.6,0.176244038,13,173.6764,OUT010,1998,6.246744546552095,15,0,0,0,0,0,0,0,1,0,0,0,1
6686,FDM46,7.365,0.160216552,13,93.512,OUT049,1999,7.4258440620311275,14,9,1,0,0,1,1,0,0,1,0,0,1
6687,FDD23,9.5,0.048676324,15,187.7898,OUT035,2004,7.629969781803824,9,6,0,0,0,0,0,1,0,1,0,0,1
6688,DRM35,12.85764518413598,0.070103425,7,179.4344,OUT027,1985,8.680898401005468,28,5,1,0,0,1,0,0,0,0,0,1,0
6689,DRC25,5.73,0.045556681,14,85.3882,OUT018,2009,7.161872553395193,4,3,1,0,0,1,0,0,0,0,1,1,0
6690,FDL36,15.1,0.076193763,0,89.783,OUT049,1999,7.717829573446373,14,9,1,0,0,1,1,0,0,1,0,0,1
6691,FDD41,6.765,0.087187488,5,105.5306,OUT013,1987,7.358167621097786,26,1,0,0,1,0,0,0,0,1,0,0,1
6692,FDV19,14.85,0.035311852,6,160.9578,OUT049,1999,8.479436078677143,14,9,0,0,0,1,1,0,0,1,0,0,1
6693,FDR44,6.11,0.103080901,6,131.2968,OUT049,1999,7.579909644253083,14,9,0,0,0,1,1,0,0,1,0,0,1
6694,FDX50,20.1,0.075049323,4,110.4228,OUT017,2007,7.00871130911874,6,2,1,0,0,0,0,1,0,1,0,0,1
6695,DRC25,5.73,0.045463871,14,85.2882,OUT045,2002,7.631585290021305,11,7,1,0,0,0,0,1,0,1,0,1,0
6696,FDA15,12.857645184135977,0.015944801,4,249.5092,OUT027,1985,8.775740827970338,28,5,1,0,0,1,0,0,0,0,0,0,1
6697,FDX22,6.785,0.022974812,13,208.7928,OUT046,1997,8.681350506027833,16,8,0,0,0,0,1,0,0,1,0,0,1
6698,FDJ50,8.645,0.021629781,3,51.9982,OUT045,2002,6.908121012093629,11,7,1,0,0,0,0,1,0,1,0,0,1
6699,FDT13,12.85764518413598,0.032516546,3,188.8214,OUT019,1985,6.6263012386794795,28,4,1,0,0,0,1,0,1,0,0,0,1
6700,FDN12,15.6,0.081036436,0,112.3544,OUT013,1987,7.853080870038398,26,1,1,0,1,0,0,0,0,1,0,0,1
6701,FDD58,7.76,0.059472609,13,98.77,OUT045,2002,7.169588633311009,11,7,1,0,0,0,0,1,0,1,0,0,1
6702,FDM04,9.195,0.047081398,5,51.1666,OUT013,1987,7.073381406137552,26,1,0,0,1,0,0,0,0,1,0,0,1
6703,FDA23,9.8,0.047260402,0,102.8016,OUT049,1999,7.56207347765209,14,9,1,0,0,1,1,0,0,1,0,0,1
6704,FDW28,18.25,0.148673586,5,197.2452,OUT010,1998,5.281909490557729,15,0,1,0,0,0,0,0,1,0,0,0,1
6705,FDA45,21.25,0.156012631,13,177.337,OUT018,2009,7.945906765747931,4,3,1,0,0,1,0,0,0,0,1,0,1
6706,NCO26,7.235,0.077011493,9,117.3492,OUT045,2002,7.317902475653514,11,7,0,1,0,0,0,1,0,1,0,0,0
6707,FDV26,20.25,0.07614605,4,197.0794,OUT035,2004,8.451674050962001,9,6,0,0,0,0,0,1,0,1,0,0,1
6708,FDC50,12.857645184135977,0.135836915,3,93.8094,OUT027,1985,8.082748069935931,28,5,1,0,0,1,0,0,0,0,0,0,1
6709,NCV05,12.85764518413598,0.030062224,8,154.3656,OUT027,1985,7.812964679062614,28,5,0,1,0,1,0,0,0,0,0,0,0
6710,FDW48,18.0,0.008575615,0,80.2618,OUT018,2009,6.4700165348036744,4,3,1,0,0,1,0,0,0,0,1,0,1
6711,FDS55,7.02,0.081096635,6,148.4734,OUT013,1987,8.178740242478872,26,1,1,0,1,0,0,0,0,1,0,0,1
6712,FDX32,15.1,0.100060762,6,144.0786,OUT045,2002,7.863887608144198,11,7,0,0,0,0,0,1,0,1,0,0,1
6713,FDC53,8.68,0.008834023,5,100.0384,OUT035,2004,7.726381670188491,9,6,1,0,0,0,0,1,0,1,0,0,1
6714,FDG35,21.2,0.007069662,15,175.7738,OUT018,2009,7.556172735616298,4,3,0,0,0,1,0,0,0,0,1,0,1
6715,NCC30,16.6,0.046161923,9,176.6344,OUT010,1998,5.8801664387834025,15,0,0,1,0,0,0,0,1,0,0,0,0
6716,NCZ17,12.15,0.079592733,8,37.3506,OUT045,2002,6.471047460654855,11,7,0,1,0,0,0,1,0,1,0,0,0
6717,FDZ56,16.25,0.025776994,6,169.9474,OUT049,1999,7.960186028059208,14,9,1,0,0,1,1,0,0,1,0,0,1
6718,NCS05,11.5,0.020960615,8,133.2942,OUT013,1987,7.882648448258855,26,1,0,1,1,0,0,0,0,1,0,0,0
6719,DRC25,12.857645184135977,0.06613202877895108,14,87.3882,OUT027,1985,7.2263625983054,28,5,1,0,0,1,0,0,0,0,0,1,0
6720,FDW59,13.15,0.020715913,1,83.5566,OUT046,1997,7.146259449603954,16,8,1,0,0,0,1,0,0,1,0,0,1
6721,FDB36,5.465,0.048801674,0,132.1626,OUT017,2007,7.361979566652732,6,2,0,0,0,0,0,1,0,1,0,0,1
6722,FDT37,14.15,0.06613202877895108,3,253.7014,OUT045,2002,8.676933738782473,11,7,1,0,0,0,0,1,0,1,0,0,1
6723,FDG47,12.8,0.069605676,15,261.9252,OUT035,2004,8.51422454935552,9,6,1,0,0,0,0,1,0,1,0,0,1
6724,FDM45,8.655,0.088373591,13,119.3756,OUT045,2002,7.282834853867523,11,7,0,0,0,0,0,1,0,1,0,0,1
6725,FDQ40,12.85764518413598,0.035853059,5,176.8712,OUT027,1985,8.213976465297707,28,5,0,0,0,1,0,0,0,0,0,0,1
6726,FDF34,9.3,0.01404119,13,199.1084,OUT049,1999,5.985991597805641,14,9,0,0,0,1,1,0,0,1,0,0,1
6727,FDP24,20.6,0.083473583,0,120.8756,OUT017,2007,7.100650734546607,6,2,1,0,0,0,0,1,0,1,0,0,1
6728,FDT55,12.857645184135977,0.076434542,6,155.8946,OUT019,1985,6.16201669870247,28,4,0,0,0,0,1,0,1,0,0,0,1
6729,FDH60,19.7,0.08073703,0,197.011,OUT046,1997,8.113722193747602,16,8,0,0,0,0,1,0,0,1,0,0,1
6730,FDF57,14.5,0.06613202877895108,6,169.6448,OUT035,2004,7.623806937787348,9,6,0,0,0,0,0,1,0,1,0,0,1
6731,NCX29,10.0,0.089152528,8,147.7102,OUT046,1997,6.083201532468023,16,8,0,1,0,0,1,0,0,1,0,0,0
6732,FDD34,7.945,0.015863075,13,161.821,OUT013,1987,7.802951068881092,26,1,1,0,1,0,0,0,0,1,0,0,1
6733,FDQ15,20.35,0.151308326,10,81.7276,OUT049,1999,7.616623238004938,14,9,0,0,0,1,1,0,0,1,0,0,1
6734,FDL12,15.85,0.121609722,0,60.222,OUT035,2004,6.292120839195936,9,6,0,0,0,0,0,1,0,1,0,0,1
6735,FDS22,16.85,0.023135131,13,44.8428,OUT013,1987,6.556898803449431,26,1,0,0,1,0,0,0,0,1,0,0,1
6736,NCM29,11.5,0.017714096,8,132.9626,OUT018,2009,7.275025909843441,4,3,0,1,0,1,0,0,0,0,1,0,0
6737,FDO24,11.1,0.06613202877895108,0,156.4604,OUT049,1999,7.773975547453455,14,9,1,0,0,1,1,0,0,1,0,0,1
6738,NCJ43,6.635,0.027069402,9,174.9396,OUT046,1997,7.464736742988301,16,8,0,1,0,0,1,0,0,1,0,0,0
6739,FDA37,7.81,0.055226755,3,123.1046,OUT046,1997,6.771399558839719,16,8,0,0,0,0,1,0,0,1,0,0,1
6740,NCM07,9.395,0.040124625,11,85.1908,OUT018,2009,7.202849414103315,4,3,0,1,0,1,0,0,0,0,1,0,0
6741,FDT49,7.0,0.151376958,3,108.228,OUT035,2004,7.067156152391523,9,6,1,0,0,0,0,1,0,1,0,0,1
6742,FDP23,6.71,0.03558013,1,217.5166,OUT035,2004,8.427935351198347,9,6,1,0,0,0,0,1,0,1,0,0,1
6743,DRF51,15.75,0.166513779,4,38.0506,OUT018,2009,5.585952687907002,4,3,1,0,0,1,0,0,0,0,1,1,0
6744,NCZ41,19.85,0.06478563,8,123.7704,OUT017,2007,7.825807658243948,6,2,0,1,0,0,0,1,0,1,0,0,0
6745,DRJ11,9.5,0.085223447,7,189.2872,OUT049,1999,8.70810944112939,14,9,1,0,0,1,1,0,0,1,0,1,0
6746,FDP37,15.6,0.143915417,2,127.5994,OUT017,2007,7.800772716557018,6,2,1,0,0,0,0,1,0,1,0,0,1
6747,FDT60,12.85764518413598,0.132275338,0,123.8388,OUT019,1985,4.827023305052632,28,4,1,0,0,0,1,0,1,0,0,0,1
6748,FDA09,13.35,0.149338159,13,178.666,OUT035,2004,7.494797222203446,9,6,0,0,0,0,0,1,0,1,0,0,1
6749,FDJ46,11.1,0.044823438,13,174.2054,OUT046,1997,7.563802384246042,16,8,1,0,0,0,1,0,0,1,0,0,1
6750,FDO48,15.0,0.02681843,0,219.7456,OUT013,1987,8.037749432022816,26,1,0,0,1,0,0,0,0,1,0,0,1
6751,FDS59,14.8,0.04407225,1,109.057,OUT018,2009,7.264828843461144,4,3,0,0,0,1,0,0,0,0,1,0,1
6752,FDH44,19.1,0.025872153,6,145.7418,OUT046,1997,6.784288270112444,16,8,0,0,0,0,1,0,0,1,0,0,1
6753,NCM05,6.825,0.059835659,8,264.3226,OUT035,2004,8.349995474620288,9,6,0,1,0,0,0,1,0,1,0,0,0
6754,NCU06,12.857645184135977,0.13027716,9,228.001,OUT019,1985,7.047086693911044,28,4,0,1,0,0,1,0,1,0,0,0,0
6755,FDV13,17.35,0.027653795,3,88.0856,OUT049,1999,7.184844444172743,14,9,0,0,0,1,1,0,0,1,0,0,1
6756,FDA23,9.8,0.04714777,0,102.4016,OUT013,1987,7.450908993182672,26,1,1,0,1,0,0,0,0,1,0,0,1
6757,FDJ60,19.35,0.062882112,0,164.1184,OUT017,2007,7.94023232353987,6,2,0,0,0,0,0,1,0,1,0,0,1
6758,FDN13,18.6,0.152294691,2,98.9358,OUT049,1999,7.31922697801662,14,9,1,0,0,1,1,0,0,1,0,0,1
